DEBUG super_duper: config.root_paths: ["D:/Data/Dev/Scratch/TestD3"]
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-component\\History.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\collection\\max.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\clobber.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\docs\\unicode.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file179.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-component\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\collection\\min.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\mkdirp.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\extconf.rb"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file18.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\LICENSE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-component\\Makefile"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\collection\\pluck.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\opts_fs.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\GNUmakefile.am"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file180.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\readme.markdown"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\opts_fs_sync.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\perm.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file181.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-component\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\collection\\reduce.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\perm_sync.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file182.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test\\dash.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-component\\Readme.md"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\race.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\collection\\reject.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\collection\\size.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-component\\test"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file183.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\rel.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass\\base.h"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test\\default_bool.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\collection\\some.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-component\\test\\object.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file184.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\return.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass\\context.h"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test\\dotted.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\collection.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file185.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\.npmignore"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass\\functions.h"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test\\long.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test\\parse.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file186.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test\\parse_modified.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test\\short.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass\\interface.h"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file187.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file188.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\return_sync.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass\\values.h"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\minimist\\test\\whitespace.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass\\version.h"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\.travis.yml"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file189.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\root.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\dayOfTheYear.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass\\version.h.in"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\bower.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file19.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\sync.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\.travis.yml"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\diff.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\bin"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file190.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass.h"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\umask.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\component.json"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\i18n"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\bin\\cmd.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file191.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\include\\sass2scss.h"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\node_modules\\mkdirp\\test\\umask_sync.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\i18n\\de-DE.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\bin\\usage.txt"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file192.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\INSTALL"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\npmconf.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\LICENSE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\i18n\\en-US.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\examples"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file193.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\LICENSE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\i18n\\pt-BR.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\examples\\pow.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file194.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\m4"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\README.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\README.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\i18n_.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file195.js"
TRACE super_duper::file_proc::scan: SYMLINK_OR_EMPTY "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\m4\\.gitkeep"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object-path\\test.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\00-setup.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\LICENSE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file196.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\m4\\m4-ax_cxx_compile_stdcxx_11.m4"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\isLeapYear.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\Makefile"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\basic.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file197.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.omit"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\isSame.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\Makefile.conf"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\builtin.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\readme.markdown"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file198.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.omit\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\parseIso.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\Readme.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\certfile.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\test"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file199.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.omit\\LICENSE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\quarter.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\res"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\credentials.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\test\\chmod.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file2.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.omit\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\startOf.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\res\\resource.rc"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\fixtures"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\test\\clobber.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file20.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.omit\\README.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\strftime.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\script"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\fixtures\\.npmrc"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\test\\mkdirp.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file21.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.pick"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\timezoneAbbr.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\script\\bootstrap"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\fixtures\\builtin"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\test\\opts_fs.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file22.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.pick\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\timezoneOffset.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\script\\branding"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\fixtures\\globalconfig"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\test\\opts_fs_sync.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file23.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.pick\\LICENSE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\totalDaysInMonth.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\script\\ci-build-libsass"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\fixtures\\multi-ca"
TRACE super_duper::file_proc::scan: SYMLINK_OR_EMPTY "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\fixtures\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\fixtures\\userconfig"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.pick\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\totalDaysInYear.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\script\\ci-install-compiler"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\test\\perm.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file24.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\project.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\object.pick\\README.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\mout\\src\\date\\weekOfTheYear.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-sass\\src\\libsass\\script\\ci-install-deps"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\node-gyp\\node_modules\\mkdirp\\test\\perm_sync.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\gulp-if\\fixture\\twohundred\\file25.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\npmconf\\test\\save.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\on-finished"
