id,canonical_name,name,file_size,parent_id,part_type
569,D:\Data\Dev\Scratch\md Datatables 3P\mdDataTable-master (iamisti)\build\app\bower_components\angular-material\modules\closure,closure,9104,568,1
696,D:\Data\Setups\DevSoftware\dotNet SSCLI\sscli20020326\sscli\clr,clr,9736,695,1
932,D:\Archive\Archive From Hulk\Media\Digital Pictures\Publish\Hunter\Web\06-07-2003\Output\pages,pages,2042,931,1
202,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save,Save,10081531,201,1
1609,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\9\9C43,9C43,14064,655,1
208,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\Temp\HunterWeb\09-09-2003\Shrunk\DSC02274.jpg,DSC02274.jpg,77260,207,2
1649,D:\Archive\Archive From Hulk\Dev\dotNet\Samples\Nile2\Nile2.0,Nile2.0,137,1648,1
1775,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\B\B719,B719,3241888,737,1
1239,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct.bak\.archive\mr-scratch\packages\security\README.md,README.md,12,1238,2
1771,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\A\A51B\A51B3CCB-A314-4A31-86B7-527B6B5AB406-07cc63f155500a902b21fef7be6585b5.lrprev,A51B3CCB-A314-4A31-86B7-527B6B5AB406-07cc63f155500a902b21fef7be6585b5.lrprev,6320,1770,2
675,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\reference\themeforest-9228123-canvas-the-multipurpose-html5-template,themeforest-9228123-canvas-the-multipurpose-html5-template,67166,674,1
43,D:\Archive\Archive From Hulk\Users,Users,1810657,42,1
1815,D:\Data\Dev\G2\Applications\G2.Tivo\src\.hg\store\data\_g_w_g._tivo._library\_data\_tivo_model.cs.i,_tivo_model.cs.i,273,1814,2
1828,D:\Music\Originals\Manu Chao,Manu Chao,19174607,404,1
545,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\6\60D1\60D11534-76BC-45BC-B386-5F07A57D78B7-07cc63f155500a902b21fef7be6585b5.lrprev,60D11534-76BC-45BC-B386-5F07A57D78B7-07cc63f155500a902b21fef7be6585b5.lrprev,6976,544,2
1562,D:\Archive\Archive From Hulk\Dev\Dev\GWG\GWG.Windows.Forms.Controls\GWG.Windows.Forms.Controls\XCool\XCoolClientPanel.Designer.cs,XCoolClientPanel.Designer.cs,1089,1561,2
833,D:\Data\Dev\G2\Applications\G2.Tivo\src\.hg\store\data\_g_w_g._tivo\_g_w_g._tivo._server\_modules\_tivo_net_module.cs.i,_tivo_net_module.cs.i,516,832,2
1432,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\reference\themeforest-9228123-canvas-the-multipurpose-html5-template\Package-HTML\HTML\include\rs-plugin\demos,demos,554,1431,1
761,E:\gnet-share\Media,Media,1509290949,80,1
415,E:\gnet-share\stable-diffusion\stable-diffusion-webui\venv\Lib\site-packages\torch\include\ATen\ops,ops,4100,414,1
1798,D:\Data\Dev\Archive\GWG\GWG.Tivo\Source\.hg\store\data\_g_w_g._tivo._data,_g_w_g._tivo._data,273,282,1
51,D:\Archive\Archive From Hulk\Users\Gary\tmp\Files\New Folder\New Folder (6)\0011\30.jpg,30.jpg,78735,50,2
597,D:\Data\Dev\Archive\ckgentry.com\drupal-7.0-alpha6.1\sites\all\themes\ckgentry,ckgentry,610,596,1
719,D:\Data\Dev\GoldCoast\Archive\3-4-2016\Bak.tmp\gca-ctms-app-web\bower_components\angular-datatables,angular-datatables,1955,718,1
513,D:\Archive\ckgentry.org\ckgentry.org\drupal-7.0-alpha6\sites\all\libraries\htmlpurifier\library,library,173,512,1
1571,D:\Data\Dev\Archive\GWG\Archive1\GWG.Windows.Forms.Controls (Old)\GWG.Windows.Forms.Controls\GCool,GCool,1089,1570,1
1368,D:\Data\Gary\Avanade\Mid-Atlantic AG\FY13,FY13,13373,1367,1
1668,D:\Data\Dev\Archive\3PComponents\CommonLibrary.NET\src\Lib\CommonLibrary.NET\Authentication\RoleHelper.cs,RoleHelper.cs,2146,1667,2
131,D:\Archive\Archive From Hulk\Users\Gary\Avanade\Projects\MobileDispatch\Environment Setup CD\Visual Tools Setup,Visual Tools Setup,7225,130,1
478,D:\Data\Temp\src\Applications\G2.Tivo\Reference\Streambaby\main\src\mp4\util\atom,atom,316,477,1
1535,D:\Data\Dev\External\taglib-sharp-2.1.0.0-windows\taglib-sharp-2.1.0.0-windows\src\TagLib\ListBase.cs,ListBase.cs,11521,1534,2
36,D:\Pictures\Originals\Image Files\Other\Camera Phones\Gary HTC Trophy\WP_002373.jpg,WP_002373.jpg,1046531,35,2
171,D:\Data\Dev\GoldCoast\Archive\TrialTracker\Archive\TrialTracker-base template - works\GCA.TrialTracker.Web.App\GCA.TrialTracker.Web.App\bower_components\angular-material,angular-material,858,170,1
1616,E:\Music\The Allman Brothers Band\2nd Set\03 - Soulshine.flac,03 - Soulshine.flac,48130474,1615,2
47,D:\Archive\Archive From Hulk\Users\Gary\tmp\Files,Files,78735,45,1
1072,D:\Data\Dev\Samples\ArticleThreeSource\Backup,Backup,2160,1071,1
881,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample1\wp-content\themes\avada\Avada\includes\lib\inc\redux\framework\FusionReduxCore\assets\css\vendor,vendor,12370,880,1
744,D:\Data\Gary\Avanade\Pre-2012 (likely dupes),Pre-2012 (likely dupes),692824,743,1
1296,D:\Data\Dev\G2\Applications\G2.Tivo\src\.hg\store\data\_g_w_g._tivo\_g_w_g._tivo._windows_service,_g_w_g._tivo._windows_service,757,301,1
136,D:\Archive\Archive From Hulk\Users\Gary\Avanade\Projects\MobileDispatch\Environment Setup CD\Visual Tools Setup\DISK2\POCKTSDK\Program Files\SAMPLES\Win32,Win32,7225,135,1
1439,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\src\include\rs-plugin\demos\assets\svg\av,av,554,1438,1
969,D:\Music\Music\Originals\Doc Watson\The Essential Doc Watson\09 - Rising Sun Blues.flac,09 - Rising Sun Blues.flac,22519757,968,2
76,D:\Archive\Archive From Hulk\CAM\Old Server CAM Dir\2 - Product Management\IDS_WE_730_nt\Wrkgtnt\IDS,IDS,10705,75,1
198,D:\Data\Dev\GoldCoast\Archive\TrialTracker\GCA.TrialTracker.Web.App\GCA.TrialTracker.Web.App\bower_components\angular-material\modules\js\content,content,429,197,1
518,D:\Archive\ckgentry.org\ckgentry.org\drupal-gardens\sites\all,all,1965,517,1
1420,D:\Archive\ckgentry.org\ckgentry.org\drupal-gardens.delete\docroot\sites\all\libraries\ckeditor\_source\plugins\print,print,896,1419,1
929,D:\Archive\Archive From Hulk\Media\Digital Pictures\Publish\Hunter\Web,Web,2042,928,1
1165,D:\Data\Temp\src\Applications\G2.Tivo\Reference\mindrpc\1.1 misc,1.1 misc,290,1164,1
754,D:\Pictures\Originals\Image Files\GentryDigitalCamera\2014\01 (Jan 2014),01 (Jan 2014),429526221,753,1
1222,D:\Archive\Archive From Hulk\Users\Gary\Avanade\Projects\RailInc\RailInc\POC\RailInc.POC.Web.Services\images\RRLogos.jpg,RRLogos.jpg,105995,1221,2
1749,D:\Data\Dev\Archive\GWG\GWG.Tivo\Backup\VS10\GWG.Tivo\Support\GWG.Net\GWG.Net.Tcp\GWG.Net.Tcp.Windows.Server\obj\x86\Debug\GenerateResource.write.1.tlog,GenerateResource.write.1.tlog,436,1748,2
844,D:\Data\Dev\Archive\GCA\Delete\7-19-2016\gca-ctms-app-web.beforeDev\wwwroot\app\core\components,components,418,843,1
1126,D:\Data\Dev\Archive\GWG\Archive1\GWG.AudioTools\GWG.AudioTools.KaraokeTools\Backup\GWG.AudioTools.KaraokeTools.Windows,GWG.AudioTools.KaraokeTools.Windows,419,1125,1
993,D:\Data\Dev\GoldCoast\GCA\CTMS\gca-ctms-app-web.bak2\bower_components\angular-material\modules\closure\whiteframe,whiteframe,782,992,1
1235,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct.bak\.archive\common\packages\security\README.md,README.md,12,1234,2
663,D:\Archive\Archive From Hulk\Dev\Projects\AppTrack\Database\ATDO\Version1\Final Reference Gen,Final Reference Gen,2677,662,1
737,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\B,B,4359040,22,1
1593,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\9\993A\993A8DCC-2154-4622-9678-8EDC9F449399-05daea287739b47c27cea4102e72ecd9.lrprev,993A8DCC-2154-4622-9678-8EDC9F449399-05daea287739b47c27cea4102e72ecd9.lrprev,14832,1592,2
772,D:\Data\Dev\GoldCoast\Archive\GCA.bak\CTMS\Client\.git,.git,520,771,1
84,E:\gnet-share\stable-diffusion\stable-diffusion-webui\venv\Lib,Lib,124885,83,1
1192,D:\Archive\Archive From Hulk\Avanade\Avanade\RailInc\POC\RailInc.POC.Web\images\RRLogos.jpg,RRLogos.jpg,105995,1191,2
1135,H:\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak,bak,14495,1134,1
1372,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\D\DE85,DE85,4000400,221,1
1434,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\reference\themeforest-9228123-canvas-the-multipurpose-html5-template\Package-HTML\HTML\include\rs-plugin\demos\assets\svg,svg,554,1433,1
296,D:\Data\Dev\G2\Applications\G2.Tivo,G2.Tivo,6140,295,1
1273,D:\Data\Dev\Scratch\testReact-Fullstack,testReact-Fullstack,156,551,1
648,E:\gnet-share\stable-diffusion\stable-diffusion-webui\venv\Lib\site-packages\tb_nightly-2.16.0a20240108.dist-info,tb_nightly-2.16.0a20240108.dist-info,156,85,1
740,D:\Archive\Archive From Hulk\Media\Digital Pictures\Old Structure (Restored from Hulk 2008 Drive Crash)\Originals\Files\2007-10 (Oct),2007-10 (Oct),1291229,585,1
1683,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\Temp\vs.net 2003 setup\Program Files\Microsoft Visual Studio .NET 2003\SDK,SDK,20588,1682,1
460,D:\Data\Dev\G2\Applications\G2.Tivo\Reference\Streambaby\main\src\mp4\util\atom\moov,moov,316,459,1
479,D:\Data\Temp\src\Applications\G2.Tivo\Reference\Streambaby\main\src\mp4\util\atom\moov,moov,316,478,1
33,D:\Pictures\Originals\Image Files\Other,Other,14551417,32,1
637,E:\Temp\sd.webui\system\python\Lib\site-packages\torch\include\ATen\ops\special_hermite_polynomial_he_cpu_dispatch.h,special_hermite_polynomial_he_cpu_dispatch.h,1028,420,2
843,D:\Data\Dev\Archive\GCA\Delete\7-19-2016\gca-ctms-app-web.beforeDev\wwwroot\app\core,core,418,842,1
1274,D:\Data\Dev\Scratch\testReact-Fullstack\build,build,78,1273,1
1605,D:\Archive\ckgentry.org\ckgentry.org\ged\places\NLD\flags\LI,LI,977,1604,1
311,D:\Data\Dev\G2\Applications\G2.Tivo\src\.hg.bak\store\data\_g_w_g._tivo\_support\_g_w_g._i_p_c\_i_p_c_client_send_subscribe_message_base.cs.i,_i_p_c_client_send_subscribe_message_base.cs.i,572,310,2
1065,D:\Archive\Archive From Hulk\Dev\Dev\Samples\ArticleThreeSource\Backup\Testing.Core\XPButtonCase,XPButtonCase,2160,1064,1
1829,D:\Music\Originals\Manu Chao\Clandestino (Rip),Clandestino (Rip),19174607,1828,1
1620,D:\Data\Setups\Drivers,Drivers,32524,261,1
154,D:\Data\Dev\GoldCoast\Archive\GCA.bak\CTMS\Archive\Client.bak\GCA.CTMS.Web.App\bower_components\angular-material\modules\js,js,429,150,1
1315,D:\Archive\Archive From Hulk\Dev\dotNet\Samples\Enterprise Services in .NET\enterpriseservicesinnet\VB\Excercise 4\HelloEnterpriseServices,HelloEnterpriseServices,2239,1314,1
978,D:\Data\Dev\GoldCoast\GCA\app.tmp\gca-app-web\bower_components\angular-material\modules\closure\whiteframe\whiteframe.min.js,whiteframe.min.js,782,977,2
1604,D:\Archive\ckgentry.org\ckgentry.org\ged\places\NLD\flags,flags,977,1603,1
769,D:\Data\Dev\GoldCoast\Archive\Client\.git\objects\8e,8e,520,768,1
741,D:\Archive\Archive From Hulk\Media\Digital Pictures\Old Structure (Restored from Hulk 2008 Drive Crash)\Originals\Files\2007-10 (Oct)\PA135021.JPG,PA135021.JPG,1291229,740,2
1294,D:\Data\Temp\.hg\store\data\_g_w_g._tivo\_g_w_g._tivo._windows_service,_g_w_g._tivo._windows_service,757,290,1
329,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct\common\packages\relational-schema\src\schema,schema,287,328,1
1005,D:\Data\Dev\GoldCoast\Reference\fuse-dev\bower_components\angular-material,angular-material,782,1004,1
1718,D:\Archive\Archive From Hulk\Old Machines\Kitchen PC Dec 2009\Pictures,Pictures,802043,1717,1
412,E:\gnet-share\stable-diffusion\stable-diffusion-webui\venv\Lib\site-packages\torch,torch,32027,85,1
1461,D:\Data\Temp\adt-bundle-windows-x86_64-20131030\adt-bundle-windows-x86_64-20131030\sdk\platforms\android-19\data,data,1374,1460,1
1237,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct.bak\.archive\mr-scratch\packages,packages,12,1236,1
593,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\8\830A\830AE0A4-EA36-4182-87DF-CD8FB1B55029-943918c538513937aeabbb103282ad7e.lrprev,830AE0A4-EA36-4182-87DF-CD8FB1B55029-943918c538513937aeabbb103282ad7e.lrprev,23154560,592,2
655,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\9,9,3208064,22,1
665,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\A\A5F4,A5F4,371904,111,1
603,D:\Data\Dev\Archive\ckgentry.com\drupal-7.0-alpha6.1\sites\all\themes\zen\STARTERKIT\images\messages-status-ie6.png,messages-status-ie6.png,610,602,2
111,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\A,A,8969984,18,1
1589,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\XMas Pictures\Input\Hunter,Hunter,1875021,1588,1
1249,D:\Music\Karaoke\Originals\Ripped,Ripped,1528032,64,1
1708,D:\Data\Dev\Archive\G2.Tivo\src\.hg\store\data\_g_w_g._tivo._library\_data,_data,273,1707,1
640,E:\gnet-share\stable-diffusion\stable-diffusion-webui\venv\Lib\site-packages\torch\testing,testing,16857,412,1
1695,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\8\8722\87227191-FF05-459B-9783-D508FE3F3DEA-72194645549e7ceec3e7b7c600bba199.lrprev,87227191-FF05-459B-9783-D508FE3F3DEA-72194645549e7ceec3e7b7c600bba199.lrprev,2582768,1694,2
1330,D:\Data\Dev\GoldCoast\GCA\CTMS\gca-ctms-server-node\.git\objects\53,53,121,1329,1
214,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\C\C86B\C86B4A58-5475-426C-94C9-44AF8158BF60-07cc63f155500a902b21fef7be6585b5.lrprev,C86B4A58-5475-426C-94C9-44AF8158BF60-07cc63f155500a902b21fef7be6585b5.lrprev,13232,213,2
375,D:\Data\Temp\adt-bundle-windows-x86_64-20131030\adt-bundle-windows-x86_64-20131030\eclipse\plugins\org.eclipse.ui.intro.universal_3.2.600.v20120912-155524\themes\circles,circles,814,374,1
358,D:\Archive\ckgentry.org\ckgentry.org\drupal-gardens\includes,includes,72133,357,1
1128,D:\Data\Dev\Archive\GWG\Archive1\GWG.AudioTools\GWG.AudioTools.KaraokeTools\Backup\GWG.AudioTools.KaraokeTools.Windows\CDGPlayer\CDGPlayerMainForm.cs,CDGPlayerMainForm.cs,419,1127,2
601,D:\Data\Dev\Archive\ckgentry.com\drupal-7.0-alpha6.1\sites\all\themes\zen\STARTERKIT,STARTERKIT,610,600,1
876,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample1\wp-content\themes\avada\Avada\includes\lib\inc\redux,redux,12370,875,1
1435,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\reference\themeforest-9228123-canvas-the-multipurpose-html5-template\Package-HTML\HTML\include\rs-plugin\demos\assets\svg\av,av,554,1434,1
1765,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\0\08A5\08A5A15A-7788-4192-892B-95A0350CB971-943918c538513937aeabbb103282ad7e.lrprev,08A5A15A-7788-4192-892B-95A0350CB971-943918c538513937aeabbb103282ad7e.lrprev,4204048,1764,2
962,D:\Archive\Archive From Hulk\Media\Digital Pictures\Publish\Tayler Favorites\DSC03149.JPG,DSC03149.JPG,1964139,961,2
802,D:\Pictures\.hg\store\data,data,1819,801,1
1554,D:\Archive\Archive From Hulk\Dev\Samples\vbAccelerator\3-21-00\ddfmall,ddfmall,330,1553,1
1638,E:\Temp\sd.webui\system\python\Lib\site-packages\numpy\typing\tests,tests,2556,1637,1
1201,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\Dev\RailInc\POC\RailInc.POC.Web\images\RRLogos.jpg,RRLogos.jpg,105995,1200,2
1794,D:\Data\Dev\Archive\GWG\GWG.Tivo\REORG\FromHG\.hg\store\data\_g_w_g._tivo._data\_model\_tivo_model.cs.i,_tivo_model.cs.i,273,1793,2
1728,D:\Data\Dev\Archive\G2.Tivo\src\Support,Support,436,178,1
536,D:\Data\_MOVE TO ARCHIVE\Gary\WebSite\Spring06,Spring06,1806900,535,1
950,D:\Data\Leesa Surface Backup 3-7-2017\Onedrive,Onedrive,3363436,949,1
981,D:\Data\Dev\GoldCoast\GCA\clean\gca-ctms-app-web\bower_components,bower_components,782,980,1
869,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample1\wp-content,wp-content,12370,868,1
1613,D:\Music\Music\Originals\The Allman Brothers Band\2nd Set\03 - Soulshine.flac,03 - Soulshine.flac,48130474,1612,2
995,D:\Data\Dev\GoldCoast\GCA\gca-app-web.bak,gca-app-web.bak,782,970,1
1627,D:\Data\Setups\Drivers\ASUS Maximus V Extreme\Drivers\Chipset\Driver\Chipset\All\snb2009.cat,snb2009.cat,16262,1626,2
1664,D:\Data\Dev\Archive\3PComponents\CommonLibrary.NET\src,src,2146,1663,1
807,D:\Data\Dev\Archive\G2.Tivo\src\.hg\store\data\_g_w_g._tivo\_g_w_g._tivo._server,_g_w_g._tivo._server,516,182,1
155,D:\Data\Dev\GoldCoast\Archive\GCA.bak\CTMS\Archive\Client.bak\GCA.CTMS.Web.App\bower_components\angular-material\modules\js\content,content,429,154,1
359,D:\Archive\ckgentry.org\ckgentry.org\drupal-gardens\includes\file.inc,file.inc,72133,358,2
1323,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\ctms.working\gca-ctms-server-node\.git,.git,121,1322,1
1822,D:\Music\Music\Originals\Manu Chao,Manu Chao,19174607,391,1
1768,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\A\A51B,A51B,6320,111,1
1116,D:\Archive\Archive From Hulk\Dev\Dev\GWG\GWG.AudioTools,GWG.AudioTools,419,1115,1
1052,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\F\FC61\FC61FB78-0615-4938-8D29-112C4DF684DA-05daea287739b47c27cea4102e72ecd9.lrprev,FC61FB78-0615-4938-8D29-112C4DF684DA-05daea287739b47c27cea4102e72ecd9.lrprev,6335552,1051,2
1361,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\7\7522,7522,772048,227,1
526,D:\Archive\ckgentry.org\ckgentry.org\drupal-gardens.delete\docroot\sites\all,all,1965,525,1
630,D:\Archive\Archive From Hulk\Users\Gary\DomainProfile,DomainProfile,432,44,1
1661,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\C\C39E\C39E348E-73E6-42BB-A122-31AE0D1F10CC-05daea287739b47c27cea4102e72ecd9.lrprev,C39E348E-73E6-42BB-A122-31AE0D1F10CC-05daea287739b47c27cea4102e72ecd9.lrprev,13664,1660,2
1839,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\8\809A,809A,7216,121,1
345,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct.bak\common\packages\relational-schema\src,src,287,344,1
1538,D:\Data\Dev\G2\Applications\G2.Karaoke\External\taglib-sharp-2.1.0.0-windows,taglib-sharp-2.1.0.0-windows,11521,1537,1
792,D:\Data\Setups\DevSoftware\dotNet SSCLI\sscli_20021101\sscli\clr,clr,9736,791,1
1735,D:\Data\Dev\Archive\GWG\GWG.Net\GWG.Net.Tcp,GWG.Net.Tcp,436,1734,1
1591,D:\Pictures\Originals\Image Files\Other\iPhone Photo Backup\2024-03-15\IMG_3358(1).HEIC,IMG_3358(1).HEIC,1435673,69,2
96,E:\Temp\sd.webui\system\python\Lib\site-packages\pandas,pandas,23344,95,1
1808,D:\Data\Temp\.hg\store\data\_g_w_g._tivo._library\_data,_data,273,1807,1
872,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample1\wp-content\themes\avada\Avada,Avada,12370,871,1
1202,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\Dev\RailInc\POC\RailInc.POC.Web.Services,RailInc.POC.Web.Services,105995,1198,1
1835,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\D\D6EC,D6EC,10480,218,1
1863,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\F\F13C\F13CA499-DFF6-4CD4-AC7A-1BF46228E5F5-3b8c8abdf590866313ed1fb62129c904.lrprev,F13CA499-DFF6-4CD4-AC7A-1BF46228E5F5-3b8c8abdf590866313ed1fb62129c904.lrprev,640208,1862,2
1078,D:\Data\Dev\Samples\ArticleThreeSource\Testing.Core\XPButtonCase\XPButtonCaseStateCollection.cs,XPButtonCaseStateCollection.cs,2160,1077,2
55,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\0,0,10929328,22,1
824,D:\Data\Dev\Archive\GWG\GWG.Tivo\Backup\VS10\.hg\store\data\_g_w_g._tivo,_g_w_g._tivo,1273,823,1
1343,D:\Archive\Archive From Hulk\Users\Gary\Avanade\Projects\Nationwide\Project Background 2\Tech Intro.zip,Tech Intro.zip,600231,1342,2
376,D:\Data\Temp\adt-bundle-windows-x86_64-20131030\adt-bundle-windows-x86_64-20131030\eclipse\plugins\org.eclipse.ui.intro.universal_3.2.600.v20120912-155524\themes\circles\graphics,graphics,814,375,1
491,D:\Pictures\Originals\Image Files\GentryDigitalCamera\2011\07 (Jul 2011)\P7045576.ORF,P7045576.ORF,14127616,490,2
1020,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct\mr.bak,mr.bak,3429,324,1
1429,E:\Temp\sd.webui\system\python\Lib\site-packages\torch\include\ATen\ops\_gather_sparse_backward_ops.h,_gather_sparse_backward_ops.h,1259,420,2
164,D:\Data\Dev\GoldCoast\Archive\GCA.bak\CTMS\Archive\Client.bak\GCA.CTMS.Web.App\bower_components\angular-material.bak\modules\js\content\content.css,content.css,429,163,2
1204,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\Dev\RailInc\POC\RailInc.POC.Web.Services\images\RRLogos.jpg,RRLogos.jpg,105995,1203,2
271,D:\Data\Dev\Archive\GWG\GWG.Tivo\REORG\FromHG,FromHG,2391,270,1
1580,D:\Music\Karaoke\Originals\Pearl Jam\Misc\221495f6-8f75-442d-bed0-0bfcccebed4d.MP3,221495f6-8f75-442d-bed0-0bfcccebed4d.MP3,5638187,635,2
1364,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\4\45F9\45F9E3D2-B184-4AD9-B8F0-5CDE46723802-07cc63f155500a902b21fef7be6585b5.lrprev,45F9E3D2-B184-4AD9-B8F0-5CDE46723802-07cc63f155500a902b21fef7be6585b5.lrprev,9328,1363,2
828,D:\Data\Dev\Archive\GWG\GWG.Tivo\Source\.hg\store\data\_g_w_g._tivo\_g_w_g._tivo._server,_g_w_g._tivo._server,516,283,1
629,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\From Fester\Users\Gary\DomainProfile\Recent\Autorun.inf.lnk,Autorun.inf.lnk,432,628,2
1655,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Smart Previews.lrdata\F\F570\F570BF90-45C3-411C-9C4F-30A89467F475.dng,F570BF90-45C3-411C-9C4F-30A89467F475.dng,1018070,1654,2
715,D:\Data\Dev\GoldCoast\Archive\3-4-2016,3-4-2016,4053,142,1
1555,D:\Archive\Archive From Hulk\Dev\Samples\vbAccelerator\3-21-00\ddfmall\frmFindReplace.frx,frmFindReplace.frx,330,1554,2
1337,D:\Archive\Archive From Hulk\Avanade\Avanade.6\Nationwide\Startup Materials\Project Background 2,Project Background 2,600231,1334,1
1117,D:\Archive\Archive From Hulk\Dev\Dev\GWG\GWG.AudioTools\GWG.AudioTools.KaraokeTools,GWG.AudioTools.KaraokeTools,419,1116,1
1442,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\C\CF23\CF231674-48CF-4D59-A98F-5039FBCD0BD7-05daea287739b47c27cea4102e72ecd9.lrprev,CF231674-48CF-4D59-A98F-5039FBCD0BD7-05daea287739b47c27cea4102e72ecd9.lrprev,5827536,1441,2
1595,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\9\993A\993A8DCC-2154-4622-9678-8EDC9F449399-05daea287739b47c27cea4102e72ecd9.lrprev,993A8DCC-2154-4622-9678-8EDC9F449399-05daea287739b47c27cea4102e72ecd9.lrprev,14832,1594,2
175,D:\Data\Dev\GoldCoast\Archive\TrialTracker\Archive\TrialTracker-base template - works\GCA.TrialTracker.Web.App\GCA.TrialTracker.Web.App\bower_components\angular-material\modules\closure\content\content.css,content.css,429,174,2
731,D:\Data\Dev\GoldCoast\Archive\3-4-2016\Bak.tmp\gca-ctms-server\src\GCA\GCA.Debug.Web\bower_components\angular-datatables\dist\plugins,plugins,1955,730,1
